Soil_Moisture(%),Nitrogen(ppm),Phosphorus(ppm),Potassium(ppm),Light_Density(Lux),Irrigation(Liters),Soil_pH,EC(dS/m),Temperature(°C),Humidity(%)
27,60,29,69,12334,3,6.66,1.66,31.0,60
47,75,26,41,10790,2,6.22,1.36,29.7,65
40,58,36,42,5162,2,6.76,1.24,24.4,64
38,43,28,50,13297,0,6.74,0.96,31.3,51
18,43,28,66,15652,10,6.4,1.26,33.5,56
27,53,28,80,10253,6,6.85,1.72,28.1,62
46,58,20,57,15362,3,6.8,1.22,33.0,49
48,56,37,61,16083,4,6.69,1.59,31.6,56
47,75,23,58,11993,0,6.92,1.62,28.0,61
28,50,29,77,10289,6,6.78,1.62,28.2,59
39,77,17,81,9765,2,6.62,1.99,29.3,50
42,57,17,63,15742,4,6.92,1.26,34.6,53
42,47,38,42,12823,1,6.59,1.07,30.5,64
42,78,39,73,12264,0,6.84,2.27,30.2,62
52,56,34,70,14592,4,7.63,1.7,30.9,53
52,65,38,57,17763,0,6.86,1.7,37.0,55
52,58,28,54,13951,4,6.68,1.32,32.5,53
34,42,22,61,7604,5,6.51,1.03,26.8,57
26,75,16,48,12625,6,6.97,1.3,30.5,66
28,42,19,45,13986,6,7.08,0.67,31.0,67
29,47,32,51,15090,4,6.9,1.13,31.3,57
41,49,22,66,15392,3,6.44,1.26,32.1,60
44,55,22,68,10085,2,6.35,1.41,29.5,56
39,79,26,69,12552,4,6.54,1.97,31.3,52
23,79,34,47,9481,10,6.55,1.7,28.7,54
22,48,37,75,14928,6,7.48,1.7,32.1,51
49,44,32,84,18178,0,6.72,1.7,33.6,52
26,78,31,45,8378,6,7.08,1.59,28.0,56
48,44,38,62,14893,2,6.05,1.4,32.2,62
33,40,36,78,17135,4,6.58,1.59,33.4,47
54,75,29,89,8253,2,6.95,2.33,26.6,68
36,46,16,61,13445,3,6.86,1.0,34.0,48
41,72,34,86,16722,2,7.16,2.31,31.0,62
29,58,16,68,10927,7,7.01,1.36,28.2,58
28,49,22,44,8416,5,6.99,0.84,26.3,66
42,48,29,75,10109,4,6.66,1.55,28.6,61
40,56,28,53,6666,3,6.57,1.26,28.4,60
51,65,39,82,16745,3,6.63,2.2,35.0,48
32,52,34,80,8957,6,7.61,1.81,30.4,53
20,73,17,85,6298,8,7.36,1.99,29.5,63
31,63,29,77,10724,6,6.24,1.87,27.3,63
37,71,33,46,11380,2,6.81,1.51,28.6,62
43,51,23,43,18555,3,6.31,0.88,35.0,41
54,50,23,40,14271,4,6.45,0.8,29.2,60
21,60,38,66,17280,10,6.65,1.78,34.3,60
52,61,21,69,12005,4,6.55,1.53,28.4,62
40,66,32,54,5561,3,6.86,1.55,27.4,58
42,77,20,81,13849,1,6.53,2.04,31.2,63
53,57,19,63,15525,1,6.52,1.3,33.0,50
30,44,18,51,4000,5,6.88,0.8,22.6,75
45,46,34,80,9216,3,6.82,1.7,27.9,61
27,58,23,59,5306,4,6.29,1.32,24.4,68
30,68,32,49,10322,4,7.13,1.49,29.2,60
20,75,37,42,20366,9,6.81,1.59,36.4,47
36,60,25,62,7173,4,6.69,1.45,27.9,57
35,69,19,76,8188,0,6.99,1.78,28.1,57
37,74,25,73,12884,2,6.1,1.93,29.9,71
30,73,26,81,17064,7,6.68,2.08,32.0,48
19,48,22,55,6244,8,6.85,1.03,26.3,70
29,73,24,60,14121,4,6.32,1.64,32.1,58
24,78,15,70,15168,10,6.27,1.76,33.9,54
19,59,30,43,13968,7,6.56,1.17,31.0,70
38,77,18,65,13667,3,6.59,1.7,31.8,53
53,44,21,63,8519,3,6.59,1.09,27.2,61
26,78,23,74,4000,3,6.43,1.99,22.0,62
44,71,33,65,14595,4,6.77,1.87,33.9,46
28,50,38,40,18511,5,6.7,1.09,36.1,52
42,50,23,63,14864,3,7.08,1.24,31.0,57
44,67,29,40,16770,1,6.76,1.24,33.6,56
44,67,38,48,12881,3,6.67,1.57,31.7,61
22,61,39,66,13107,9,6.47,1.81,32.1,50
34,69,23,66,12018,5,6.7,1.66,29.6,50
41,71,35,85,16664,0,6.34,2.29,32.9,58
19,59,38,65,13658,10,6.97,1.74,32.0,49
44,41,36,70,17028,3,6.12,1.45,33.8,60
36,78,16,86,10097,3,6.28,2.08,28.4,57
38,69,32,78,14692,4,6.68,2.06,31.1,59
24,48,21,53,18094,11,6.68,0.98,36.4,63
31,71,26,66,17069,5,7.35,1.76,32.1,55
30,54,19,67,12848,5,6.62,1.32,31.8,55
23,59,23,59,17181,6,6.34,1.34,35.0,47
47,72,38,66,13024,1,6.75,2.0,30.2,63
32,41,38,49,5703,6,6.96,1.09,25.7,61
41,44,34,56,11563,1,6.98,1.2,31.3,53
28,49,18,69,17381,7,7.13,1.24,34.4,59
44,62,22,66,6804,0,6.54,1.51,27.9,65
49,43,38,75,10043,2,6.61,1.62,28.1,62
50,48,30,57,12527,1,6.54,1.22,29.9,59
49,44,39,67,4841,0,6.79,1.51,25.4,65
29,69,15,78,10887,3,5.81,1.74,29.0,48
38,69,32,52,10362,3,6.77,1.57,28.5,59
42,59,36,59,13457,2,6.35,1.59,31.7,67
40,48,19,79,10088,4,6.43,1.43,29.4,51
47,44,36,50,14665,4,6.6,1.13,30.9,62
35,66,37,82,9950,0,6.72,2.18,26.7,65
43,51,25,84,9096,0,7.12,1.7,28.9,54
37,62,24,64,10711,4,6.67,1.51,29.4,55
52,69,29,47,15136,4,6.84,1.41,31.7,52
30,64,23,75,14761,4,6.52,1.74,32.3,55
20,79,20,59,8782,10,6.53,1.66,26.8,67
50,59,37,60,6175,4,6.9,1.62,25.3,61
19,57,23,43,6934,6,7.04,1.0,25.1,63
39,60,19,61,16966,1,6.19,1.32,33.2,50
21,53,32,62,9086,10,6.7,1.45,29.1,61
46,64,29,44,21393,1,6.54,1.26,39.2,53
47,73,33,64,17903,0,6.9,1.89,34.0,60
31,79,27,52,11747,3,7.01,1.66,31.2,64
19,54,33,88,5851,10,6.24,1.99,26.7,62
33,63,36,54,11576,3,5.78,1.57,29.4,56
29,70,20,42,7375,5,6.97,1.17,25.8,68
48,51,15,67,12157,2,7.16,1.19,28.1,62
49,51,38,76,10583,0,7.01,1.8,29.5,54
50,79,32,65,7569,3,6.91,2.0,27.4,60
31,64,31,40,13675,4,6.51,1.22,31.3,50
29,71,38,50,13664,3,7.04,1.68,30.4,55
35,50,39,65,11016,4,6.14,1.59,29.6,64
52,78,36,69,8071,1,6.69,2.14,27.8,55
26,73,19,86,8764,3,6.26,2.04,27.8,55
43,77,15,42,4000,3,7.1,1.2,23.6,67
29,44,15,42,14478,5,6.81,0.58,31.5,63
28,48,27,44,12985,6,6.45,0.92,31.7,52
22,67,21,71,15138,7,6.62,1.68,33.4,46
25,51,15,73,17296,4,6.79,1.3,34.1,58
50,68,18,56,13258,2,5.94,1.36,31.1,53
30,79,37,74,16866,4,6.78,2.27,33.9,60
26,54,17,84,13531,6,6.68,1.6,32.2,58
53,41,35,75,16880,4,6.56,1.53,34.0,55
26,50,39,54,4000,7,6.28,1.38,24.3,60
43,69,22,48,9776,1,6.36,1.3,28.7,62
37,76,38,62,13407,1,6.74,2.0,30.2,50
45,66,15,52,7920,2,6.46,1.19,26.1,64
41,70,35,48,6240,2,6.52,1.57,24.9,73
18,47,16,42,14371,11,7.06,0.65,31.1,56
42,71,32,40,5113,1,6.79,1.38,24.3,69
28,70,33,72,16136,5,6.71,1.99,34.2,51
22,64,26,56,13260,11,7.16,1.43,30.5,62
31,50,31,58,9835,5,6.2,1.3,28.2,55
35,47,25,68,13044,4,6.7,1.32,30.9,55
38,50,22,44,15834,0,6.54,0.86,34.3,49
54,41,30,74,19351,0,6.07,1.41,37.4,52
22,47,17,61,7069,10,7.19,1.03,27.3,62
31,63,19,41,8446,7,6.6,1.0,26.5,64
52,55,28,47,12949,4,6.85,1.13,30.9,66
26,72,15,70,13711,7,7.05,1.64,31.1,60
28,67,24,67,6326,5,6.73,1.66,26.5,63
21,45,32,64,9662,6,6.69,1.34,29.1,65
25,67,26,48,13324,4,7.23,1.34,30.3,55
54,52,33,55,11382,4,6.5,1.32,28.2,58
45,45,16,76,19634,2,6.52,1.26,35.4,53
31,63,27,79,9389,5,6.74,1.87,26.0,53
19,75,20,85,12270,6,7.21,2.08,28.8,50
46,69,17,48,19435,4,6.54,1.2,35.5,58
37,57,39,52,5961,2,6.67,1.47,25.1,57
23,69,24,84,12384,6,7.1,2.02,29.9,62
29,66,32,45,7135,3,6.51,1.38,28.5,62
33,49,35,65,18711,6,6.89,1.49,36.3,50
19,71,38,80,11742,8,6.74,2.25,30.8,61
22,57,29,48,11888,7,6.39,1.2,30.6,65
37,75,25,49,12384,4,6.68,1.49,30.2,51
29,56,39,45,10941,4,6.86,1.32,30.0,57
33,60,15,51,13565,5,7.02,1.05,30.6,59
47,47,18,55,10305,4,6.54,0.94,27.3,55
37,44,34,65,11353,4,6.5,1.38,29.8,55
38,62,32,60,12553,3,6.23,1.59,29.8,61
23,74,39,41,18504,9,6.81,1.59,35.4,53
26,43,34,52,14538,7,6.58,1.11,30.2,60
20,59,16,68,15512,10,7.34,1.38,32.2,55
37,69,20,66,9214,3,6.23,1.6,25.7,58
50,55,31,48,8650,1,6.76,1.2,27.7,55
54,54,24,52,16788,4,6.67,1.13,33.3,58
34,77,16,83,12415,5,6.97,2.0,31.2,60
32,49,36,87,9294,7,7.06,1.93,28.6,51
36,71,30,53,14679,1,6.69,1.59,31.4,59
30,47,31,56,6474,6,6.58,1.2,27.9,66
40,70,36,77,13848,2,6.54,2.14,31.3,54
41,69,15,63,10848,2,6.74,1.45,27.3,68
41,48,31,57,12068,0,6.97,1.24,29.4,64
44,62,27,56,15468,3,6.3,1.41,33.6,54
40,56,38,69,14868,1,6.56,1.76,30.5,53
29,62,28,64,6992,6,6.55,1.59,27.9,61
28,60,39,66,20268,7,7.13,1.8,36.6,54
25,68,34,62,14296,5,6.78,1.78,30.8,51
41,50,22,66,14224,1,6.6,1.28,30.9,70
27,54,18,75,19827,6,6.48,1.45,33.6,57
41,64,27,77,8617,0,6.94,1.85,23.9,64
28,42,25,77,18990,4,6.7,1.4,35.4,50
50,60,17,54,15735,0,6.27,1.15,34.1,51
46,45,24,68,13026,1,6.62,1.26,30.7,54
30,43,18,85,10079,4,6.63,1.43,29.3,74
45,48,34,69,12391,4,6.62,1.53,31.0,60
22,55,37,57,14666,7,6.82,1.49,33.8,46
34,52,15,44,10571,6,6.48,0.77,28.9,56
53,73,22,70,6735,0,6.85,1.8,27.7,61
37,45,36,41,9563,0,7.13,0.98,29.6,60
21,66,27,46,16741,11,6.98,1.3,34.3,56
45,61,27,58,13248,2,7.15,1.43,33.0,58
33,53,33,68,15403,4,7.21,1.59,32.1,63
47,69,17,48,11018,1,5.93,1.2,28.4,56
47,56,20,61,8877,2,6.44,1.26,27.5,58
37,56,27,75,8541,4,6.6,1.66,28.6,53
49,58,22,45,16989,0,6.6,1.03,34.3,50
43,45,24,57,12399,3,6.22,1.05,29.8,55
20,58,27,57,10546,10,6.96,1.36,27.6,59
51,49,33,88,16501,4,6.79,1.89,32.2,49
27,49,23,55,11508,4,6.84,1.07,31.0,56
54,62,36,60,14187,2,6.67,1.66,32.0,50
34,66,33,86,16961,3,6.95,2.18,32.5,50
47,53,30,89,9111,3,6.48,1.93,30.8,59
45,79,31,42,6165,2,6.84,1.55,25.5,64
40,67,15,57,14007,1,6.8,1.3,31.3,60
30,57,35,57,12173,6,6.23,1.49,29.7,54
42,50,39,56,9796,1,6.34,1.41,28.1,61
35,75,35,74,9278,2,6.54,2.16,26.9,73
45,67,26,65,16827,4,6.84,1.66,36.7,48
52,56,39,45,7371,2,6.89,1.32,26.1,65
19,74,15,61,6550,9,6.46,1.51,25.1,69
22,44,35,58,11457,8,6.25,1.26,28.9,59
35,50,20,84,8933,1,6.48,1.59,25.8,60
54,69,24,53,21781,4,6.15,1.43,36.9,53
51,49,33,84,8975,1,6.99,1.81,26.7,60
28,57,24,52,4843,6,6.99,1.19,24.7,63
52,41,35,66,6009,0,6.66,1.36,24.8,55
42,71,26,44,5137,3,6.75,1.34,23.9,63
46,59,34,61,12704,1,6.67,1.59,29.3,63
18,75,33,77,11481,11,7.1,2.18,28.7,73
54,74,15,88,10700,3,6.82,2.02,29.8,57
29,44,24,47,15074,5,7.0,0.84,32.4,52
22,72,22,52,5982,6,6.16,1.43,26.2,56
41,72,39,89,10178,4,6.5,2.46,27.3,58
38,58,26,82,17901,2,6.26,1.81,33.0,58
18,75,19,77,9462,6,6.39,1.91,27.9,65
41,70,21,78,9599,3,6.49,1.87,29.3,46
37,62,27,76,11457,0,6.92,1.8,30.5,54
33,57,20,73,10978,7,6.88,1.51,28.5,67
29,54,26,55,14165,3,7.31,1.22,29.9,56
43,58,35,67,16240,0,7.12,1.7,33.5,49
23,63,16,82,13194,6,6.34,1.72,34.4,63
36,74,39,87,10738,2,6.86,2.46,28.3,57
21,48,27,74,9434,11,7.03,1.49,29.3,64
22,75,19,57,4684,6,7.13,1.53,24.5,62
43,79,16,80,11539,1,6.54,1.99,29.6,59
48,70,28,65,15370,0,6.9,1.76,33.5,57
35,77,20,80,18433,2,6.59,2.02,34.4,56
26,59,38,41,9366,3,6.62,1.28,28.1,63
51,66,36,60,18668,1,6.94,1.74,35.4,53
48,74,32,68,17608,2,6.81,1.97,36.5,47
34,75,22,70,10482,6,6.9,1.83,28.8,71
53,62,33,69,8748,1,6.59,1.78,27.7,50
54,57,27,43,13511,3,7.33,1.07,30.2,54
26,51,26,84,4000,6,6.97,1.72,22.8,73
53,79,30,52,10714,2,6.67,1.72,28.7,67
24,70,32,51,19834,6,6.38,1.57,36.2,50
19,40,15,79,12758,7,6.34,1.2,33.8,54
19,65,35,86,14294,6,6.89,2.2,32.0,53
38,50,24,57,10629,1,6.52,1.15,29.4,56
29,52,37,51,14184,3,6.32,1.32,30.2,53
29,64,25,75,14968,3,6.59,1.78,31.5,53
21,62,35,62,10603,8,6.71,1.68,29.0,63
53,40,29,68,8342,2,6.93,1.26,27.3,62
22,73,33,40,14566,9,6.31,1.43,31.5,56
43,47,26,55,14188,4,6.57,1.09,30.6,52
49,62,24,51,13054,0,6.32,1.26,31.1,49
31,46,30,66,16418,3,7.05,1.36,33.2,51
30,76,16,81,18319,5,6.66,1.95,35.9,51
41,76,26,50,12092,1,6.54,1.55,31.1,51
35,59,28,57,12867,2,6.79,1.4,31.3,51
30,42,37,72,12208,5,6.66,1.53,28.6,61
49,52,15,79,17986,1,6.92,1.43,36.0,53
41,41,35,80,4310,2,7.25,1.62,24.4,71
35,52,16,70,7625,3,6.66,1.28,27.9,57
31,57,28,59,16599,4,6.49,1.4,32.9,57
49,73,32,48,15197,4,6.87,1.57,32.6,53
43,58,35,53,11653,0,6.23,1.43,29.2,60
22,66,35,86,8730,8,6.54,2.21,27.6,49
19,66,33,53,8507,6,7.26,1.55,26.0,58
49,50,22,85,12405,1,6.77,1.64,30.8,63
19,61,20,79,11114,8,7.32,1.7,27.7,61
24,71,20,52,6868,6,6.49,1.38,24.8,57
32,69,27,86,17811,6,7.15,2.12,34.1,50
47,40,16,78,15947,4,6.92,1.2,34.6,59
40,68,27,64,9687,3,6.54,1.68,28.3,62
44,73,22,60,13996,0,7.1,1.6,33.5,54
30,64,35,49,10176,3,7.0,1.47,29.9,59
45,43,22,69,11730,2,6.96,1.2,30.1,58
44,75,38,57,11434,2,6.08,1.89,29.9,57
47,49,21,55,10889,2,6.4,1.03,30.1,57
19,63,36,79,12790,8,7.15,2.04,30.4,54
47,54,39,60,8783,2,6.93,1.57,28.6,65
20,74,23,69,7128,6,7.03,1.81,26.7,61
39,62,27,88,10558,2,6.79,2.02,30.3,58
46,73,24,70,4452,2,6.23,1.83,22.3,73
31,79,21,68,18406,6,7.21,1.85,34.0,51
32,70,31,74,7368,3,6.55,1.99,27.2,60
31,64,19,49,10334,7,6.32,1.17,29.7,56
51,47,22,46,12706,2,6.6,0.84,31.3,50
20,43,23,67,13886,11,7.38,1.19,32.2,55
34,78,30,40,13858,4,7.14,1.47,30.2,59
52,48,28,87,18019,2,6.71,1.76,33.5,56
50,47,38,60,13926,3,6.36,1.41,29.6,54
54,41,30,51,15205,4,6.72,0.98,31.8,55
50,57,36,66,8914,2,6.87,1.68,28.7,61
40,50,29,86,12474,1,6.41,1.8,30.1,69
45,48,37,61,15756,1,6.68,1.43,33.4,55
34,74,19,81,11800,6,5.94,1.97,30.5,58
29,43,26,59,11070,6,6.81,1.09,29.0,58
26,65,20,78,12849,6,6.49,1.76,32.2,59
26,57,21,54,19631,4,6.62,1.17,35.7,55
28,44,27,85,4000,7,6.72,1.62,22.9,71
47,62,30,52,12950,1,6.94,1.4,31.2,59
35,78,37,49,9883,4,6.81,1.78,26.1,69
34,65,32,76,8805,5,6.49,1.95,28.3,53
35,49,21,52,10835,2,6.77,0.98,28.8,56
54,70,15,84,17674,1,6.56,1.87,34.9,52
31,64,34,47,9242,5,6.1,1.41,25.9,70
32,68,24,68,8058,6,7.35,1.7,27.0,68
18,65,27,72,15081,11,6.55,1.78,34.7,41
25,71,20,70,4310,7,6.85,1.72,22.4,60
28,56,36,76,20899,7,6.4,1.85,36.6,51
45,73,34,82,6479,1,6.43,2.25,26.8,66
50,65,39,50,11839,0,7.19,1.59,30.3,65
54,60,26,65,16043,3,6.6,1.53,33.2,53
27,43,16,44,14534,4,6.48,0.61,33.2,51
21,77,28,55,18322,7,6.67,1.7,36.7,54
38,77,38,52,6931,4,6.31,1.83,25.4,68
31,69,26,75,4386,7,6.9,1.89,24.3,69
33,72,29,85,21804,5,6.67,2.2,36.8,54
26,62,29,71,9062,4,6.49,1.74,28.7,60
19,45,37,82,11393,11,6.58,1.78,29.1,62
48,53,20,41,17415,2,6.82,0.82,33.2,47
50,77,23,45,10382,3,6.58,1.41,29.3,63
54,78,33,59,14580,3,6.68,1.89,33.1,59
30,43,18,71,4309,3,6.48,1.17,25.9,69
42,48,26,80,5439,3,6.92,1.59,26.8,52
19,48,39,74,10282,6,6.96,1.72,27.3,62
51,54,25,82,13105,1,6.2,1.72,30.1,65
48,73,35,74,4000,4,6.5,2.12,24.6,65
45,66,21,61,10747,0,6.41,1.47,28.8,60
46,58,18,57,8938,0,6.9,1.19,28.0,69
47,42,24,63,9443,2,6.85,1.11,26.8,59
50,65,35,89,10692,2,6.7,2.25,31.0,57
35,40,30,76,7735,3,6.81,1.43,27.9,60
26,74,19,71,7734,7,6.7,1.78,29.5,62
53,45,18,75,8566,2,6.7,1.28,27.3,68
52,72,39,89,12640,0,6.85,2.46,30.1,61
45,67,31,41,15586,3,6.21,1.3,32.0,47
46,79,20,65,9287,3,6.99,1.78,28.3,68
26,60,39,46,9418,4,6.66,1.41,27.8,59
30,51,19,58,7728,4,6.09,1.09,26.0,58
30,40,23,40,19004,6,6.31,0.61,35.3,52
52,68,36,71,10668,3,6.8,1.99,29.6,71
44,65,35,66,10983,0,6.39,1.81,28.0,51
48,62,25,82,15357,4,6.44,1.87,32.3,50
30,62,30,60,15948,4,6.61,1.55,32.6,57
37,56,39,45,11563,4,6.55,1.32,28.9,57
45,62,30,72,16985,2,6.86,1.78,34.1,43
27,64,29,80,8287,7,7.23,1.95,26.4,68
54,79,34,88,10964,0,6.58,2.48,28.1,63
18,72,34,44,12314,6,6.54,1.51,30.6,61
19,61,22,71,11289,10,6.5,1.59,31.1,58
18,65,22,50,15995,11,6.94,1.26,33.6,56
44,76,36,66,11867,3,6.61,2.04,29.4,68
51,60,16,56,9588,0,6.4,1.17,27.1,67
32,60,15,68,12184,6,7.02,1.38,29.8,47
42,41,18,78,8928,2,6.68,1.26,26.3,62
53,65,20,62,11009,3,6.93,1.45,30.5,50
53,73,25,70,10861,4,6.73,1.85,27.7,62
47,49,37,46,13965,4,6.63,1.17,32.5,48
20,70,18,81,4573,7,6.84,1.87,25.1,59
21,52,30,68,4756,7,6.88,1.51,22.5,64
22,74,38,81,8870,11,6.34,2.33,29.0,54
53,64,34,69,18339,4,7.14,1.83,34.8,49
28,63,29,49,12399,4,6.93,1.34,30.7,69
41,76,24,49,18154,1,6.87,1.49,32.0,56
20,45,19,84,14474,10,6.74,1.47,30.3,62
51,58,39,52,7081,1,6.75,1.49,27.6,69
24,73,37,60,11138,6,6.85,1.89,31.1,62
28,43,15,84,15613,7,6.62,1.36,30.1,54
29,79,31,76,9990,5,6.76,2.2,29.2,60
41,58,20,65,4000,1,6.55,1.38,23.8,65
36,48,35,57,11986,0,6.81,1.32,29.4,58
25,40,26,63,10432,5,7.28,1.11,28.8,70
22,43,34,40,19526,10,7.02,0.88,32.2,56
18,69,29,69,7031,7,6.49,1.83,27.2,67
48,51,36,81,15885,3,6.74,1.85,32.0,57
18,50,32,64,8877,8,6.46,1.43,27.6,67
37,55,32,82,8584,4,6.77,1.87,26.3,59
43,74,26,52,8978,1,6.27,1.55,27.9,67
37,54,31,62,4000,1,7.2,1.45,22.9,65
49,66,35,41,18883,2,6.26,1.36,34.7,55
42,64,34,52,15305,1,6.7,1.51,33.9,55
47,42,29,40,7287,4,6.51,0.77,26.6,59
41,40,30,46,14177,2,6.78,0.86,31.6,63
36,47,25,56,15322,1,6.52,1.09,34.0,42
36,63,15,52,11038,2,6.57,1.13,30.3,49
39,58,19,72,19382,2,6.7,1.49,37.1,57
40,75,29,51,13178,0,7.5,1.6,28.4,58
38,41,15,49,8337,1,7.01,0.65,26.3,67
49,40,39,42,18495,1,6.59,0.96,33.0,53
47,48,30,63,11314,4,6.63,1.34,31.3,53
34,46,24,63,16803,7,7.04,1.19,32.0,58
18,76,27,56,4000,6,6.23,1.68,23.8,61
39,41,27,74,11967,1,7.11,1.36,26.6,63
37,57,30,42,12959,1,6.73,1.11,30.0,57
43,62,23,70,4039,4,6.82,1.6,24.6,63
32,68,16,66,10808,6,6.85,1.51,28.9,72
27,56,36,58,12252,3,6.08,1.51,28.0,66
40,51,23,55,12690,1,6.6,1.11,30.0,64
26,66,20,64,14069,6,6.64,1.51,32.2,64
31,40,28,68,10039,3,6.83,1.24,26.5,61
30,73,17,77,15940,6,6.65,1.83,33.3,53
25,75,18,54,9506,3,7.13,1.45,27.6,61
36,69,19,74,20301,1,6.46,1.74,35.0,55
47,55,26,40,13720,4,6.53,0.96,31.3,55
45,61,31,56,11725,3,7.02,1.47,30.5,55
44,42,33,73,15254,3,6.52,1.47,33.5,49
24,55,23,46,11941,9,6.8,1.01,28.9,59
43,47,38,40,12047,4,6.89,1.03,32.6,53
20,77,36,86,11152,9,7.09,2.44,28.0,54
22,67,38,69,20422,11,6.47,1.97,34.8,51
37,68,18,78,10448,4,6.32,1.78,28.3,64
46,51,20,73,8345,2,6.74,1.4,27.5,54
36,65,15,84,16776,0,6.56,1.78,32.3,56
42,77,15,57,7617,2,6.72,1.49,28.0,60
30,53,36,65,14517,5,6.51,1.59,33.1,51
32,64,30,59,11180,7,7.03,1.57,30.8,57
41,72,20,65,14689,4,6.72,1.64,29.9,58
29,57,28,62,6648,6,6.11,1.45,27.0,62
26,55,28,74,10785,7,6.5,1.64,30.0,56
38,69,30,82,8118,0,6.7,2.1,28.8,67
33,43,25,51,8160,4,6.79,0.92,26.0,59
37,49,29,78,19549,3,6.64,1.62,35.1,52
45,61,27,41,15793,2,7.02,1.11,32.1,61
30,76,24,50,9458,4,6.92,1.51,30.3,57
26,45,36,53,10206,6,6.6,1.2,28.9,61
46,46,25,56,14456,3,7.08,1.07,31.0,60
45,68,21,55,7809,2,6.66,1.4,25.5,62
35,64,15,67,9153,2,6.84,1.43,26.9,58
36,66,37,43,6981,0,6.5,1.43,26.3,64
40,46,15,43,13847,2,7.06,0.63,29.2,60
38,59,29,42,13195,1,6.37,1.13,28.2,62
50,45,32,60,10700,3,6.53,1.26,30.0,60
41,63,36,76,8263,1,6.49,1.99,27.7,61
22,51,33,81,5554,9,6.68,1.8,25.3,72
53,57,24,49,13323,3,6.63,1.13,31.1,60
49,40,34,84,14834,3,7.13,1.66,30.6,53
37,79,25,69,11330,4,6.27,1.95,29.1,60
51,63,15,53,16314,4,7.06,1.15,32.5,47
34,77,20,48,13970,6,7.01,1.41,30.3,62
28,57,26,40,17190,6,6.3,1.0,34.6,52
20,53,16,83,4593,8,7.19,1.55,24.8,62
53,55,26,56,13876,4,6.41,1.26,32.7,57
37,73,17,76,6583,0,6.97,1.81,26.7,61
18,58,38,66,9312,11,6.75,1.74,26.7,51
30,42,16,44,12677,3,6.96,0.6,31.1,49
29,42,16,63,13466,7,6.96,0.96,29.6,58
21,70,26,56,15116,11,6.93,1.55,29.4,58
29,43,28,84,10029,5,6.65,1.6,28.8,61
46,58,32,78,4000,3,7.01,1.85,26.9,63
33,61,18,47,11350,6,6.95,1.05,29.8,55
49,53,34,51,10684,1,6.92,1.28,27.8,67
40,56,25,55,6378,3,6.59,1.24,26.7,60
19,66,30,62,16235,10,6.17,1.66,34.1,52
23,55,15,73,15268,10,6.64,1.38,33.2,58
39,57,39,83,13275,4,6.39,2.06,31.9,64
47,76,17,68,11428,3,6.68,1.72,29.3,77
45,63,31,53,15758,4,6.95,1.45,31.5,56
40,49,17,73,10866,1,7.04,1.3,31.4,65
19,56,22,76,12732,7,7.02,1.59,31.8,59
51,50,35,61,6380,2,7.02,1.43,25.9,61
34,59,30,77,12785,7,6.59,1.81,32.0,59
42,58,20,57,13828,1,6.39,1.22,31.7,61
28,61,33,72,15576,3,6.38,1.81,35.6,55
42,40,22,77,8473,2,6.48,1.3,27.5,61
36,68,25,65,10151,0,6.82,1.66,27.7,58
19,43,39,44,5651,8,6.84,1.05,23.9,60
48,61,31,58,11363,3,6.86,1.51,28.8,52
18,59,26,47,13634,11,6.48,1.17,31.9,61
28,40,35,71,13171,5,7.22,1.43,29.2,64
43,62,24,89,11609,1,6.32,1.99,29.4,58
30,79,18,51,11407,4,6.43,1.47,30.6,55
46,48,32,66,19489,1,6.51,1.43,34.3,58
41,74,23,89,9010,1,6.8,2.2,28.5,48
30,46,31,59,15980,4,6.83,1.24,34.5,60
36,61,33,81,10687,0,6.72,1.99,27.9,57
47,44,21,82,15094,3,6.38,1.45,33.6,62
54,63,23,56,7718,3,6.63,1.36,27.1,60
42,77,26,68,15636,0,7.03,1.91,30.4,53
52,53,31,47,9263,4,6.76,1.15,28.0,64
35,63,29,46,15861,3,6.31,1.28,32.3,47
34,67,39,57,10603,6,6.37,1.76,27.9,63
31,46,36,74,10090,6,6.63,1.62,27.9,56
32,57,18,83,7698,7,6.91,1.66,27.2,69
30,76,17,81,9663,6,6.5,1.97,29.6,64
21,60,28,57,12145,9,7.04,1.41,30.4,60
20,45,34,81,11439,7,6.75,1.7,31.2,58
37,61,25,46,9111,1,6.62,1.17,28.0,53
27,55,39,72,5598,6,6.76,1.81,25.8,69
42,46,33,41,16954,4,6.43,0.94,33.5,44
21,72,34,54,13001,7,6.34,1.7,30.2,59
37,79,18,69,11555,1,6.9,1.81,30.5,60
40,72,35,89,5221,4,6.93,2.39,25.4,64
21,68,39,61,12349,11,6.36,1.85,30.9,60
26,40,37,45,15006,7,6.57,0.98,32.0,52
46,64,17,48,11319,2,6.43,1.11,30.8,62
42,46,16,73,8527,1,6.55,1.22,27.1,60
52,68,39,81,9509,1,6.76,2.23,27.5,71
31,71,22,43,12277,4,6.79,1.24,29.1,61
51,69,37,74,12314,1,7.18,2.08,29.9,65
29,46,15,71,8485,7,6.49,1.17,26.2,57
43,67,21,72,14077,4,6.92,1.7,33.0,48
32,46,26,58,8790,6,6.87,1.13,28.9,66
19,77,23,77,15595,10,6.31,2.02,32.7,53
24,43,19,60,10223,8,7.37,0.98,29.5,63
43,58,32,52,11330,2,6.33,1.36,29.9,66
38,54,30,51,11334,1,6.8,1.22,30.7,63
